GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US15901,ZCTA5 15901,1953,225,15.6,5.8,18.6,4.8,11.8,3.9,13.3,5.3,21.2,8.1,8.6,4.4,1.7,1.5,6.8,3.9,1.1,1.2,1.2,1,27946,6337,39957,6807,43.1,(X),(X),(X),(X),(X),607,90,4.1,4.5,7.1,7.1,12.9,7.9,13,8.1,22.2,8.2,9.1,5,14,7.1,12,10.8,3,3.7,2.6,2.6,45270,11506,69061,19759,(X),(X),54,(X),(X),(X),313,87,0,9.1,6.4,11.3,5.1,7.4,14.7,14.7,19.2,11.7,14.4,9.2,10.9,9.2,20.1,18.6,4.2,6.7,5.1,5.3,56563,29139,N,N,(X),(X),(X),(X),(X),(X),1346,225,21.9,7.9,23.8,6.4,12.3,4.6,12.8,6.3,19.9,11.5,7.9,6,0,2.2,0.6,1,0.2,0.3,0.5,0.8,17829,6178,25146,3508,(X),(X),(X),(X),38.2,(X)
860Z200US15902,ZCTA5 15902,5073,270,8.3,2.7,8,1.9,12.1,2.5,11.3,2.9,18.4,4.1,17.7,3.3,10.1,2.4,10.1,2.6,2.3,1,1.7,0.8,42163,2528,55525,3771,33.4,(X),(X),(X),(X),(X),2839,226,8.5,3.7,4.5,2.3,8.3,2.9,9.1,3.2,20.1,4.8,19.3,4.8,12.2,3.4,11.8,2.8,3.6,1.6,2.6,1.4,49417,4611,62874,4577,(X),(X),35.7,(X),(X),(X),1643,185,2.7,2.4,1.8,2.5,2.4,1.6,6.6,3,18.1,5.9,25.1,7.1,17.2,5.1,16.5,4.4,5.5,2.6,4.2,2.4,67903,8724,N,N,(X),(X),(X),(X),(X),(X),2234,273,8.1,3.6,12.4,3.6,19.8,4.8,12.2,3.9,19.6,7.7,16.5,5.2,5.3,2.3,5.6,2.8,0,1.3,0.6,0.8,33430,4777,41819,4746,(X),(X),(X),(X),28.8,(X)
860Z200US15904,ZCTA5 15904,6659,392,5.8,2.1,4.1,1.4,9.6,3.3,10.5,2.7,11.6,2.8,14.1,2.2,16,2.9,13,2.3,6.5,2.2,8.7,1.8,65122,7972,91350,8392,28.5,(X),(X),(X),(X),(X),3691,219,0.7,0.7,1.4,1.1,3.7,1.9,2.5,1.2,9.3,2.7,15.3,3,21.9,4.1,20.8,3.7,9.7,3.4,14.7,3.1,89413,7150,128203,13892,(X),(X),27.9,(X),(X),(X),3165,201,0.4,0.5,0,0.9,2.4,1.7,2,1.1,8.6,2.9,15.2,3,21.1,4,23.2,4.2,10.5,3.8,16.5,3.4,100319,11538,N,N,(X),(X),(X),(X),(X),(X),2968,430,12.5,4.7,7.3,2.8,17,6.9,20.4,5.8,15,5.3,13.3,3.8,8.2,3.3,3.4,1.6,2.6,2,0.4,0.7,31899,3034,44095,6391,(X),(X),(X),(X),28.9,(X)
860Z200US15905,ZCTA5 15905,8642,330,3,1.2,2.9,1.3,9.4,1.9,9,1.6,13.7,2.5,14.8,2.9,15.3,2.8,17,3.3,7.9,1.7,7,1.9,70620,7284,95856,8092,33.8,(X),(X),(X),(X),(X),5169,275,2.5,1.2,0.9,0.8,1,0.7,4.7,1.6,9.5,2.4,15.4,3.3,19.5,4.2,22.6,4.6,12.7,2.6,11,3.1,97210,4041,126747,11520,(X),(X),34.2,(X),(X),(X),4169,324,1.3,0.9,0,0.1,0.6,0.6,3.6,1.4,8.4,2.4,13.1,3.4,20.1,4.7,24.7,4.5,15.2,3.3,13,3.8,103393,5952,N,N,(X),(X),(X),(X),(X),(X),3473,344,5,2.3,6,3,21.8,4.6,15.2,3.5,19.1,5.3,15,4.6,8.6,3.3,7.5,2.9,0.7,0.9,1.1,0.9,36836,4936,48440,4491,(X),(X),(X),(X),31.9,(X)
860Z200US15906,ZCTA5 15906,4795,319,7.2,2.4,9.9,3.8,14.7,3.4,14,3.8,13.5,2.8,18.2,3.7,11.9,3.5,5.8,1.8,3.7,1.4,1.1,0.5,39713,4611,51778,3560,29.9,(X),(X),(X),(X),(X),2317,229,6.9,3.7,1.4,1.8,7.9,3.8,14.5,5.1,17,4.2,21.5,5.7,15.5,3.9,8.3,2.5,4.8,2.2,2.2,1.1,54594,9078,63992,4947,(X),(X),33.8,(X),(X),(X),1348,167,1.5,1.6,0.1,0.3,3,2.3,4.4,2.5,14.2,5.1,29.2,7.6,23.7,6.6,13.1,4.2,7,3.6,3.8,1.9,69632,11181,N,N,(X),(X),(X),(X),(X),(X),2478,307,7.7,3.8,17.8,6.5,21.1,5.7,15.2,6.6,12.2,4.2,13.4,5.5,7.1,5.2,2.8,2.3,2.7,1.7,0,1.2,27083,5079,38624,5153,(X),(X),(X),(X),26.3,(X)
860Z200US15909,ZCTA5 15909,2040,161,4.8,2.2,2.7,1.4,8.8,4,12.4,4.1,10.7,3.6,22.4,4.1,13.8,3.7,13.6,3.6,8.5,3.4,2.3,1.5,59226,5762,71807,4452,35.9,(X),(X),(X),(X),(X),1314,150,4.3,2.5,1.3,1.1,7.4,5.4,7.8,3,10.5,3.8,21.2,4.8,16.9,4.6,14.8,4.5,12.4,5.3,3.6,2.4,71705,8489,82943,8306,(X),(X),31.8,(X),(X),(X),877,123,1.1,1.2,1.9,1.6,0.2,0.5,9.5,4.1,7.2,3.2,22.8,5.6,16.9,4.4,20.4,5.6,14.6,6.1,5.4,3.6,80977,8741,N,N,(X),(X),(X),(X),(X),(X),726,133,5.8,3.9,5.4,2.9,16.1,7,20.8,9.9,14.5,7.9,20.2,7.1,6.6,5.9,10.1,7.3,0.6,0.8,0,4,37500,10558,46215,6522,(X),(X),(X),(X),43.1,(X)
860Z200US15920,ZCTA5 15920,265,64,0,10.7,7.5,7.2,11.3,12,1.5,2.5,14.7,9.4,17.7,7.6,10.2,8.7,13.6,8.5,11.7,8.5,11.7,8.3,73750,23676,94964,20070,35.8,(X),(X),(X),(X),(X),203,54,0,13.7,0,13.7,12.3,15.3,0,13.7,8.9,5.7,18.7,9.6,11.8,10.6,17.7,11,15.3,10.7,15.3,10.7,93750,31153,113154,23873,(X),(X),33,(X),(X),(X),188,54,0,14.7,0,14.7,12.8,17.1,0,14.7,8,6.1,18.1,9.9,11.7,11.7,19.1,11.9,13.8,10.9,16.5,11.6,94643,31629,N,N,(X),(X),(X),(X),(X),(X),62,35,0,36,32.3,28.1,8.1,9.5,6.5,11.6,33.9,32.7,14.5,18.1,4.8,8.2,0,36,0,36,0,36,37794,28727,35408,12171,(X),(X),(X),(X),45.2,(X)
860Z200US15921,ZCTA5 15921,124,52,0,21.3,6.5,9.7,0,21.3,0,21.3,34.7,23.3,50.8,24.3,0,21.3,3.2,5.3,4.8,7.2,0,21.3,50917,9147,55885,11855,18.5,(X),(X),(X),(X),(X),69,36,0,33.6,0,33.6,0,33.6,0,33.6,37.7,30.9,47.8,28.8,0,33.6,5.8,9.2,8.7,13.3,0,33.6,53542,10959,67309,20390,(X),(X),33.3,(X),(X),(X),46,22,0,42,0,42,0,42,0,42,17.4,20.2,71.7,25.9,0,42,8.7,13.4,2.2,9.1,0,42,56250,7795,N,N,(X),(X),(X),(X),(X),(X),55,41,0,38.4,14.5,24.6,0,38.4,0,38.4,30.9,35.6,54.5,44.5,0,38.4,0,38.4,0,38.4,0,38.4,50260,19501,41555,10520,(X),(X),(X),(X),0,(X)
860Z200US15922,ZCTA5 15922,29,17,0,52.9,13.8,18.3,10.3,19.9,0,52.9,0,52.9,24.1,26.9,0,52.9,0,52.9,51.7,38.8,0,52.9,-,**,98652,47602,86.2,(X),(X),(X),(X),(X),19,18,0,65.4,21.1,33.2,0,65.4,0,65.4,0,65.4,0,65.4,0,65.4,0,65.4,78.9,33.2,0,65.4,158646,1094,128337,48173,(X),(X),100,(X),(X),(X),7,7,0,100,57.1,55.7,0,100,0,100,0,100,0,100,0,100,0,100,42.9,55.7,0,100,-,**,N,N,(X),(X),(X),(X),(X),(X),10,8,0,90.1,0,90.1,30,50.5,0,90.1,0,90.1,70,50.5,0,90.1,0,90.1,0,90.1,0,90.1,50714,37280,42250,15171,(X),(X),(X),(X),60,(X)
860Z200US15923,ZCTA5 15923,612,88,5.4,3.6,6.2,3.4,5.6,2.9,11.4,5.8,13.9,4.7,18.8,5.9,11.1,5.3,19.3,6.2,8,5.4,0.3,0.5,52347,16475,72058,7804,50.7,(X),(X),(X),(X),(X),415,66,4.6,3.4,0.2,0.5,3.1,2.6,3.9,3.9,15.4,6.4,19.5,7.4,16.1,7.4,24.8,8.2,11.8,8.2,0.5,0.7,82708,21794,88914,10873,(X),(X),49.9,(X),(X),(X),315,60,1.6,2.1,0.3,0.7,0,9.1,1.9,2.1,13.7,7.2,18.1,8.4,18.7,9.3,29.5,10.6,15.6,10.7,0.6,1,97750,10204,N,N,(X),(X),(X),(X),(X),(X),197,55,8.1,11,18.8,9.9,10.7,7.6,26.4,14.9,10.7,6.4,20.8,11.8,2,2.6,2.5,3.5,0,14.1,0,14.1,27356,6636,33136,5404,(X),(X),(X),(X),52.3,(X)
860Z200US15924,ZCTA5 15924,362,69,6.1,6.6,3.9,3.7,9.9,5.2,9.9,6.3,8.6,5.5,16.9,10.4,22.9,14.8,11,7.6,10.8,9.4,0,7.9,58333,22500,69398,10854,25.4,(X),(X),(X),(X),(X),193,66,3.1,4.7,0,14.4,4.7,5.8,8.8,8.7,10.4,8.7,26.9,16,25.9,19.8,11.9,9.6,8.3,7.4,0,14.4,67656,35193,73038,12279,(X),(X),31.1,(X),(X),(X),154,62,3.9,6.2,0,17.6,2.6,4.7,8.4,10.4,3.2,4.5,24,20.3,32.5,24,14.9,12.3,10.4,9.5,0,17.6,85161,27388,N,N,(X),(X),(X),(X),(X),(X),169,56,9.5,12,8.3,8.1,16,11.2,11.2,9.4,6.5,7.4,5.3,5.8,19.5,22,10.1,12.4,13.6,16.6,0,16.2,-,**,64818,20078,(X),(X),(X),(X),18.9,(X)
860Z200US15925,ZCTA5 15925,41,14,2.4,5.1,4.9,8.4,9.8,14.2,14.6,19.9,4.9,6.1,43.9,19.8,7.3,9,9.8,10.7,0,44.5,2.4,9.1,55750,5416,61978,21778,24.4,(X),(X),(X),(X),(X),30,12,0,52,0,52,0,52,13.3,17.7,6.7,8.6,53.3,24.4,10,11.7,13.3,14.5,0,52,3.3,13.1,61250,12551,74887,28722,(X),(X),26.7,(X),(X),(X),18,9,0,67.2,0,67.2,0,67.2,11.1,17.7,0,67.2,66.7,28.1,0,67.2,16.7,24.4,0,67.2,5.6,22.1,65000,12422,N,N,(X),(X),(X),(X),(X),(X),11,7,9.1,17.8,18.2,29.2,36.4,44,18.2,33.1,0,85.9,18.2,37.5,0,85.9,0,85.9,0,85.9,0,85.9,19063,12599,26764,17070,(X),(X),(X),(X),18.2,(X)
860Z200US15926,ZCTA5 15926,1028,99,2.7,1.8,4.5,2.9,12.5,4.8,8.9,4.4,10.8,3.6,20.4,4.9,13.1,3.6,15.7,4.6,5.4,2.9,6,2.5,60972,8406,77877,7177,34.2,(X),(X),(X),(X),(X),683,80,1.8,1.9,1.3,2.2,3.8,2,8.5,6.1,11,4.4,21.8,6.4,16.3,4.2,18.9,5.9,8.1,4.3,8.6,3.6,78155,10055,94591,9622,(X),(X),32.7,(X),(X),(X),571,76,0,5.1,0,5.1,3.2,1.9,10.2,7.1,7.2,3.3,20.1,6.9,17.7,4.8,21.7,7.1,9.6,5.1,10.3,4.3,87083,12436,N,N,(X),(X),(X),(X),(X),(X),345,76,5.8,4.3,13.3,8.2,27,11.5,9.9,4.7,12.2,7,17.7,7.7,6.1,6.6,7.2,5.7,0,8.3,0.9,1.2,30774,9352,42104,7699,(X),(X),(X),(X),37.4,(X)
860Z200US15927,ZCTA5 15927,277,101,0,10.3,0,10.3,15.9,18.7,0,10.3,0,10.3,9,11.1,34.3,21.9,40.8,19.8,0,10.3,0,10.3,95375,12233,85495,16239,42.6,(X),(X),(X),(X),(X),245,87,0,11.5,0,11.5,4.9,8.5,0,11.5,0,11.5,10.2,12.5,42.9,22.6,42,21.4,0,11.5,0,11.5,95875,7910,93078,9876,(X),(X),48.2,(X),(X),(X),137,74,0,19.5,0,19.5,8.8,16.7,0,19.5,0,19.5,18.2,22.4,29.2,30.6,43.8,34.9,0,19.5,0,19.5,94034,22276,N,N,(X),(X),(X),(X),(X),(X),32,51,0,50.4,0,50.4,100,50.4,0,50.4,0,50.4,0,50.4,0,50.4,0,50.4,0,50.4,0,50.4,-,**,N,N,(X),(X),(X),(X),0,(X)
860Z200US15928,ZCTA5 15928,997,245,2.7,4.2,1.7,2.6,9.8,9.6,3.2,3.8,19.8,14.4,10.2,6.3,6.1,6.1,28.5,9.8,5,4.7,12.9,12.8,90156,45000,99042,24693,34.6,(X),(X),(X),(X),(X),596,182,0,4.9,0,4.9,2.5,3.9,0,4.9,8.9,8.4,10.1,8.2,6.2,7.5,45.1,15.5,8.4,7.8,18.8,19.4,126364,9769,130544,28745,(X),(X),41.4,(X),(X),(X),526,186,0,5.5,0,5.5,2.9,4.5,0,5.5,10.1,9.3,8.7,8.6,2.5,4.1,45.1,17,9.5,8.8,21.3,21.6,127247,11713,N,N,(X),(X),(X),(X),(X),(X),401,170,6.7,10.9,4.2,7.2,20.7,22.4,8,9.9,35.9,29.1,10.5,9.7,6,9.5,3.7,6.4,0,7.2,4.2,7.3,40720,9689,52220,22317,(X),(X),(X),(X),24.4,(X)
860Z200US15929,ZCTA5 15929,37,21,0,46.8,0,46.8,16.2,23.1,32.4,27.5,8.1,12.5,13.5,17.7,0,46.8,16.2,21.6,8.1,15.2,5.4,10.6,-,**,68351,30045,62.2,(X),(X),(X),(X),(X),20,18,0,63.7,0,63.7,0,63.7,45,50,0,63.7,0,63.7,0,63.7,30,39.8,15,30.2,10,22.1,-,**,96200,62360,(X),(X),30,(X),(X),(X),11,10,0,85.9,0,85.9,0,85.9,0,85.9,0,85.9,0,85.9,0,85.9,54.5,54.5,27.3,40.2,18.2,36.1,127292,77009,N,N,(X),(X),(X),(X),(X),(X),17,13,0,69.1,0,69.1,35.3,43.8,17.6,29.1,17.6,28.5,29.4,36.4,0,69.1,0,69.1,0,69.1,0,69.1,29583,18900,35588,11569,(X),(X),(X),(X),100,(X)
860Z200US15930,ZCTA5 15930,178,152,0,15.5,9,17.8,17.4,26.7,0,15.5,0,15.5,0,15.5,0,15.5,57.3,48.1,16.3,30.1,0,15.5,140904,97687,110106,42801,0,(X),(X),(X),(X),(X),147,148,0,18.4,0,18.4,10.9,26.1,0,18.4,0,18.4,0,18.4,0,18.4,69.4,49.7,19.7,39.6,0,18.4,141316,7798,130390,33106,(X),(X),0,(X),(X),(X),147,148,0,18.4,0,18.4,10.9,26.1,0,18.4,0,18.4,0,18.4,0,18.4,69.4,49.7,19.7,39.6,0,18.4,141316,7798,N,N,(X),(X),(X),(X),(X),(X),31,35,0,51.2,51.6,51.6,48.4,51.6,0,51.2,0,51.2,0,51.2,0,51.2,0,51.2,0,51.2,0,51.2,-,**,N,N,(X),(X),(X),(X),0,(X)
860Z200US15931,ZCTA5 15931,3811,294,4.9,2.6,3.1,1.9,6.5,3,15.6,6.5,7.6,2.6,22.6,5.4,12,3.6,16.3,4.6,4.5,2.5,6.9,3.9,62772,9599,105554,35955,26.5,(X),(X),(X),(X),(X),2059,219,3.1,2.9,0.9,1.4,1.5,1.3,5.8,3.2,5.8,3.1,23.8,7,18.3,5.5,24.4,7.1,8.2,4.7,8.2,3.9,86272,10155,117780,22643,(X),(X),35.6,(X),(X),(X),1742,215,2.6,2.9,1,1.6,1.7,1.5,3.6,2.4,6.3,3.5,26.1,8,16.2,5.5,26.9,8.2,7.5,4.7,8.2,4.2,87050,12508,N,N,(X),(X),(X),(X),(X),(X),1752,310,8,4.9,5.7,4,12.4,6.1,29.4,12.5,8.7,4.1,19.6,8.7,4.6,2.6,7.1,4.3,0,1.7,4.6,6.9,31919,6036,87530,69672,(X),(X),(X),(X),15.1,(X)
860Z200US15934,ZCTA5 15934,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US15935,ZCTA5 15935,1035,189,0.6,1.1,11,8.2,1.4,1.6,2.1,1.9,21.9,8.1,23,9.5,20.3,9.5,10.8,6.1,7.4,6.8,1.4,2.4,65481,14049,75924,13717,47.8,(X),(X),(X),(X),(X),749,166,0.8,1.5,3.5,5.4,0.3,0.7,2.9,2.8,23.2,10.2,19.5,9.1,29.4,13.3,8.1,6.3,10.3,9.1,2,3.4,74904,9842,85226,16401,(X),(X),50.6,(X),(X),(X),620,174,1,1.9,4.2,6.4,0.3,0.8,2.4,2.7,22.1,12.8,20.6,10.8,24.8,13,9.7,7.4,12.4,10.9,2.4,4.1,74744,9590,N,N,(X),(X),(X),(X),(X),(X),286,110,0,9.9,30.8,23.8,4.2,5.7,0,9.9,18.5,11.8,32.2,21.7,1.4,2.8,12.9,11.7,0,9.9,0,9.9,41667,34023,50230,16189,(X),(X),(X),(X),40.6,(X)
860Z200US15936,ZCTA5 15936,625,145,3.5,2.7,8.2,6.9,5.9,3.8,15.8,6.4,14.4,5.9,15.4,7.6,22.1,16.2,9,4.6,2.2,2.8,3.5,3.2,57917,23062,66736,10350,25.3,(X),(X),(X),(X),(X),414,138,0.7,1,0,7,0.5,0.7,10.9,6.5,13.8,8,21.3,11.8,30.7,22.9,13.5,7.6,3.4,4.4,5.3,5,78889,44290,86728,11234,(X),(X),20.3,(X),(X),(X),360,134,0.8,1.2,0,8,0,8,7.2,5.8,12.2,8.3,20.8,13.3,33.3,25.7,15.6,8.9,3.9,5.1,6.1,5.8,97843,35289,N,N,(X),(X),(X),(X),(X),(X),211,61,9,7,24.2,17.8,17.5,10,24.6,12.8,15.6,7.4,3.8,3,5.2,4.9,0,13.2,0,13.2,0,13.2,24375,5553,27280,4913,(X),(X),(X),(X),34.1,(X)
860Z200US15937,ZCTA5 15937,291,141,0,9.8,0,9.8,12.4,15.2,8.2,13.3,16.5,16.3,25.4,28,5.5,8.5,12,14,16.2,17.6,3.8,8.1,58767,25543,84258,25691,38.8,(X),(X),(X),(X),(X),157,82,0,17.3,0,17.3,22.9,23.9,0,17.3,7.6,14,0,17.3,10.2,15.4,22.3,25.3,29.9,28.8,7,14.1,116813,47876,111510,35735,(X),(X),9.6,(X),(X),(X),125,77,0,21.1,0,21.1,12,19.7,0,21.1,9.6,16.6,0,21.1,12.8,19.3,28,31,37.6,35.5,0,21.1,117438,43329,N,N,(X),(X),(X),(X),(X),(X),134,119,0,19.9,0,19.9,0,19.9,17.9,28.5,26.9,37.5,55.2,45.7,0,19.9,0,19.9,0,19.9,0,19.9,57736,23387,48837,9639,(X),(X),(X),(X),73.1,(X)
860Z200US15938,ZCTA5 15938,909,79,1.4,1,2.4,1.5,10,5.4,7,2.4,13.9,4.5,21,4.6,15.1,3,19.9,3.4,5.9,2.2,3.3,2,66680,4249,78674,6003,34.3,(X),(X),(X),(X),(X),638,68,1.4,1.2,1.6,1.7,1.4,0.8,5.6,2.5,16,5.6,18.3,4.8,18.8,3.8,23.7,4.8,8.5,3.1,4.7,2.8,82833,4912,91287,7284,(X),(X),37.5,(X),(X),(X),489,53,1.2,1.2,0.6,0.8,0.4,0.5,4.5,1.9,10.2,3.4,18,5.1,22.1,4.5,26.4,5.5,10.4,3.9,6.1,3.7,90625,8626,N,N,(X),(X),(X),(X),(X),(X),271,62,1.5,1.8,4.4,2.8,30.3,15.5,10.3,5.9,13.3,9.4,24,8.1,8.1,5.4,8.1,3.9,0,10.5,0,10.5,39875,15700,45416,6907,(X),(X),(X),(X),25.5,(X)
860Z200US15940,ZCTA5 15940,676,105,3.4,2,3.3,2.7,4,1.8,7.8,2.8,8.3,2.4,14.6,4.1,21.7,6.6,19.5,5,9.6,3.7,7.7,2.9,86250,8631,96455,7236,37.4,(X),(X),(X),(X),(X),436,59,1.4,1.5,1.4,1.5,1.1,1.2,4.6,2.4,5,2.9,14.4,5.4,16.1,4.9,29.1,6.9,14.9,5.4,11.9,4.2,111250,18661,119165,8811,(X),(X),33.7,(X),(X),(X),403,57,0.2,0.6,1,1.2,0.7,1,5,2.6,4.5,3.4,14.1,5.8,16.4,4.9,29.8,7.2,15.6,6,12.7,4.8,117679,19214,N,N,(X),(X),(X),(X),(X),(X),240,68,7.1,5.3,7.5,7.4,9.2,5.1,13.8,6.4,14.2,6,14.2,7.5,32.1,15,2.1,1.8,0,11.7,0,11.7,47500,28553,54768,9919,(X),(X),(X),(X),43.3,(X)
860Z200US15942,ZCTA5 15942,717,94,2.1,2.7,1.8,2.1,5.4,3.7,2.6,2.4,12.1,5.4,17.2,6.4,19.4,7.8,23.7,9.8,11.2,5.2,4.5,3.2,86528,22755,96840,12333,34.6,(X),(X),(X),(X),(X),604,96,2.5,3.2,0,4.8,2.2,2,2.6,1.8,9.1,5.5,18.7,7.6,21.4,9,25,11.9,13.2,6,5.3,3.8,98088,18511,105641,13071,(X),(X),35.4,(X),(X),(X),504,100,0,5.8,0,5.8,2.6,2.5,2.2,2,9.1,6.1,13.3,7,20.6,11.9,30,13.6,15.9,7.5,6.3,4.7,101833,9233,N,N,(X),(X),(X),(X),(X),(X),113,46,0,23,11.5,12.9,23,16.9,7.1,11.6,28.3,20.1,18.6,13.7,3.5,7.3,8,7.8,0,23,0,23,35990,5729,43077,9033,(X),(X),(X),(X),30.1,(X)
860Z200US15943,ZCTA5 15943,1650,236,5.2,2.6,9.1,6.4,9.3,4.5,7.3,3,11.2,3.9,24.8,9.1,12.8,3.8,14.8,4.6,2.9,1.9,2.6,3,51875,2634,68336,9163,25,(X),(X),(X),(X),(X),997,132,6.2,3.3,1.1,1.2,5.1,4.5,4,2.6,10,4.4,21.7,5.2,19.1,5.2,23.7,6.5,4.8,3,4.3,4.7,76186,7493,89519,11447,(X),(X),31.1,(X),(X),(X),775,115,2.6,2.5,0.8,1,1.4,1.7,4.8,3.2,7.7,4.2,19.5,5.6,21.7,5.8,29.8,7.6,6.2,3.9,5.5,6.1,86250,13770,N,N,(X),(X),(X),(X),(X),(X),653,233,5.2,4.8,21.3,15.5,15.8,10.8,12.3,6.5,12.1,8.2,28.8,20.5,3.4,3.1,1.2,1.4,0,4.5,0,4.5,29637,20879,34994,7313,(X),(X),(X),(X),15.6,(X)
860Z200US15944,ZCTA5 15944,1210,120,2.4,1.3,5.1,1.9,5,2.2,8.4,3,13.1,3.8,18.3,3.9,15.9,4.1,15.1,4.6,7.4,2.6,9.3,4.6,70086,8170,96675,13118,42.5,(X),(X),(X),(X),(X),807,103,0.9,0.8,1.5,1.2,3.5,2,4.8,2.9,11.5,4.3,19.3,4.8,14.9,4.9,19.7,5.8,14.4,6,9.5,4.6,88854,9628,115136,15876,(X),(X),44.4,(X),(X),(X),619,85,0.5,1,0.2,0.3,1.3,1.3,5.3,3.5,12.6,5.1,16.3,4.7,14.2,5.6,25.2,7.5,12.4,4.8,12,5.9,98750,21805,N,N,(X),(X),(X),(X),(X),(X),403,72,5.5,3.4,12.7,5.4,9.2,5.4,16.4,6.3,14.9,7.2,17.6,7.1,17.6,8.2,6.2,8.3,0,7.2,0,7.2,38512,6801,47896,7488,(X),(X),(X),(X),38.2,(X)
860Z200US15945,ZCTA5 15945,56,22,0,38.1,17.9,17.9,16.1,17.4,7.1,12.7,10.7,13.8,21.4,20.2,0,38.1,26.8,24.8,0,38.1,0,38.1,-,**,60639,26159,10.7,(X),(X),(X),(X),(X),27,19,0,54.8,0,54.8,0,54.8,22.2,31.5,22.2,31.9,0,54.8,0,54.8,55.6,40.4,0,54.8,0,54.8,-,**,87559,38343,(X),(X),0,(X),(X),(X),15,16,0,73.6,0,73.6,0,73.6,0,73.6,0,73.6,0,73.6,0,73.6,100,73.6,0,73.6,0,73.6,-,**,N,N,(X),(X),(X),(X),(X),(X),29,14,0,52.9,34.5,31.8,31,29.6,13.8,20.3,0,52.9,20.7,29.5,0,52.9,0,52.9,0,52.9,0,52.9,19750,11034,29724,15119,(X),(X),(X),(X),0,(X)
